cod_dsei,Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,83,Estimado em dados da saúde indígena,Provisório,2020,92,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,84,Estimado em dados da saúde indígena,Provisório,2020,95,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,85,Estimado em dados da saúde indígena,Provisório,2020,88,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,86,Estimado em dados da saúde indígena,Provisório,2020,60,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,87,Estimado em dados da saúde indígena,Provisório,2020,55,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,88,Estimado em dados da saúde indígena,Provisório,2020,44,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,89,Estimado em dados da saúde indígena,Provisório,2020,71,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,90,Estimado em dados da saúde indígena,Provisório,2020,31,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,91,Estimado em dados da saúde indígena,Provisório,2020,31,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,92,Estimado em dados da saúde indígena,Provisório,2020,16,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,93,Estimado em dados da saúde indígena,Provisório,2020,24,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,94,Estimado em dados da saúde indígena,Provisório,2020,37,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,95,Estimado em dados da saúde indígena,Provisório,2020,38,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,96,Estimado em dados da saúde indígena,Provisório,2020,33,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,97,Estimado em dados da saúde indígena,Provisório,2020,25,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,98,Estimado em dados da saúde indígena,Provisório,2020,27,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,99,Estimado em dados da saúde indígena,Provisório,2020,31,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,100,Estimado em dados da saúde indígena,Provisório,2020,16,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,101,Estimado em dados da saúde indígena,Provisório,2020,18,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,102,Estimado em dados da saúde indígena,Provisório,2020,19,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,103,Estimado em dados da saúde indígena,Provisório,2020,14,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,104,Estimado em dados da saúde indígena,Provisório,2020,11,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,105,Estimado em dados da saúde indígena,Provisório,2020,8,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,106,Estimado em dados da saúde indígena,Provisório,2020,7,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,107,Estimado em dados da saúde indígena,Provisório,2020,4,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,108,Estimado em dados da saúde indígena,Provisório,2020,3,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,109,Estimado em dados da saúde indígena,Provisório,2020,10,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,110,Estimado em dados da saúde indígena,Provisório,2020,3,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,112,Estimado em dados da saúde indígena,Provisório,2020,1,
20,MATO GROSSO DO SUL,2019,Total,Ambos os sexos,114,Estimado em dados da saúde indígena,Provisório,2020,1,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,0,Estimado em dados da saúde indígena,Provisório,2020,163,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,1,Estimado em dados da saúde indígena,Provisório,2020,241,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,2,Estimado em dados da saúde indígena,Provisório,2020,190,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,3,Estimado em dados da saúde indígena,Provisório,2020,243,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,4,Estimado em dados da saúde indígena,Provisório,2020,234,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,5,Estimado em dados da saúde indígena,Provisório,2020,259,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,6,Estimado em dados da saúde indígena,Provisório,2020,248,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,7,Estimado em dados da saúde indígena,Provisório,2020,222,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,8,Estimado em dados da saúde indígena,Provisório,2020,233,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,9,Estimado em dados da saúde indígena,Provisório,2020,209,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,10,Estimado em dados da saúde indígena,Provisório,2020,215,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,11,Estimado em dados da saúde indígena,Provisório,2020,190,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,12,Estimado em dados da saúde indígena,Provisório,2020,224,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,13,Estimado em dados da saúde indígena,Provisório,2020,185,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,14,Estimado em dados da saúde indígena,Provisório,2020,221,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,15,Estimado em dados da saúde indígena,Provisório,2020,200,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,16,Estimado em dados da saúde indígena,Provisório,2020,187,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,17,Estimado em dados da saúde indígena,Provisório,2020,185,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,18,Estimado em dados da saúde indígena,Provisório,2020,204,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,19,Estimado em dados da saúde indígena,Provisório,2020,163,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,20,Estimado em dados da saúde indígena,Provisório,2020,159,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,21,Estimado em dados da saúde indígena,Provisório,2020,158,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,22,Estimado em dados da saúde indígena,Provisório,2020,139,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,23,Estimado em dados da saúde indígena,Provisório,2020,133,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,24,Estimado em dados da saúde indígena,Provisório,2020,129,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,25,Estimado em dados da saúde indígena,Provisório,2020,122,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,26,Estimado em dados da saúde indígena,Provisório,2020,129,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,27,Estimado em dados da saúde indígena,Provisório,2020,115,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,28,Estimado em dados da saúde indígena,Provisório,2020,96,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,29,Estimado em dados da saúde indígena,Provisório,2020,118,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,30,Estimado em dados da saúde indígena,Provisório,2020,101,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,31,Estimado em dados da saúde indígena,Provisório,2020,118,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,32,Estimado em dados da saúde indígena,Provisório,2020,95,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,33,Estimado em dados da saúde indígena,Provisório,2020,97,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,34,Estimado em dados da saúde indígena,Provisório,2020,87,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,35,Estimado em dados da saúde indígena,Provisório,2020,94,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,36,Estimado em dados da saúde indígena,Provisório,2020,88,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,37,Estimado em dados da saúde indígena,Provisório,2020,91,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,38,Estimado em dados da saúde indígena,Provisório,2020,84,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,39,Estimado em dados da saúde indígena,Provisório,2020,87,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,40,Estimado em dados da saúde indígena,Provisório,2020,63,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,41,Estimado em dados da saúde indígena,Provisório,2020,73,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,42,Estimado em dados da saúde indígena,Provisório,2020,61,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,43,Estimado em dados da saúde indígena,Provisório,2020,49,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,44,Estimado em dados da saúde indígena,Provisório,2020,65,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,45,Estimado em dados da saúde indígena,Provisório,2020,46,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,46,Estimado em dados da saúde indígena,Provisório,2020,46,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,47,Estimado em dados da saúde indígena,Provisório,2020,51,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,48,Estimado em dados da saúde indígena,Provisório,2020,38,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,49,Estimado em dados da saúde indígena,Provisório,2020,40,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,50,Estimado em dados da saúde indígena,Provisório,2020,39,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,51,Estimado em dados da saúde indígena,Provisório,2020,38,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,52,Estimado em dados da saúde indígena,Provisório,2020,27,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,53,Estimado em dados da saúde indígena,Provisório,2020,31,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,54,Estimado em dados da saúde indígena,Provisório,2020,31,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,55,Estimado em dados da saúde indígena,Provisório,2020,34,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,56,Estimado em dados da saúde indígena,Provisório,2020,27,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,57,Estimado em dados da saúde indígena,Provisório,2020,26,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,58,Estimado em dados da saúde indígena,Provisório,2020,34,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,59,Estimado em dados da saúde indígena,Provisório,2020,29,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,60,Estimado em dados da saúde indígena,Provisório,2020,22,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,61,Estimado em dados da saúde indígena,Provisório,2020,20,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,62,Estimado em dados da saúde indígena,Provisório,2020,21,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,63,Estimado em dados da saúde indígena,Provisório,2020,19,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,64,Estimado em dados da saúde indígena,Provisório,2020,20,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,65,Estimado em dados da saúde indígena,Provisório,2020,25,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,66,Estimado em dados da saúde indígena,Provisório,2020,12,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,67,Estimado em dados da saúde indígena,Provisório,2020,20,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,68,Estimado em dados da saúde indígena,Provisório,2020,17,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,69,Estimado em dados da saúde indígena,Provisório,2020,22,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,70,Estimado em dados da saúde indígena,Provisório,2020,19,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,71,Estimado em dados da saúde indígena,Provisório,2020,26,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,72,Estimado em dados da saúde indígena,Provisório,2020,18,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,73,Estimado em dados da saúde indígena,Provisório,2020,14,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,74,Estimado em dados da saúde indígena,Provisório,2020,19,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,75,Estimado em dados da saúde indígena,Provisório,2020,22,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,76,Estimado em dados da saúde indígena,Provisório,2020,12,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,77,Estimado em dados da saúde indígena,Provisório,2020,21,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,78,Estimado em dados da saúde indígena,Provisório,2020,14,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,79,Estimado em dados da saúde indígena,Provisório,2020,17,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,80,Estimado em dados da saúde indígena,Provisório,2020,7,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,81,Estimado em dados da saúde indígena,Provisório,2020,9,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,82,Estimado em dados da saúde indígena,Provisório,2020,3,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,83,Estimado em dados da saúde indígena,Provisório,2020,3,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,84,Estimado em dados da saúde indígena,Provisório,2020,9,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,85,Estimado em dados da saúde indígena,Provisório,2020,3,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,86,Estimado em dados da saúde indígena,Provisório,2020,2,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,87,Estimado em dados da saúde indígena,Provisório,2020,7,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,88,Estimado em dados da saúde indígena,Provisório,2020,5,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,89,Estimado em dados da saúde indígena,Provisório,2020,2,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,90,Estimado em dados da saúde indígena,Provisório,2020,3,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,91,Estimado em dados da saúde indígena,Provisório,2020,1,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,92,Estimado em dados da saúde indígena,Provisório,2020,1,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,94,Estimado em dados da saúde indígena,Provisório,2020,1,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,95,Estimado em dados da saúde indígena,Provisório,2020,1,
21,MÉDIO RIO PURUS,2019,Total,Ambos os sexos,107,Estimado em dados da saúde indígena,Provisório,2020,1,
22,PARINTINS,2019,Total,Ambos os sexos,0,Estimado em dados da saúde indígena,Provisório,2020,439,
22,PARINTINS,2019,Total,Ambos os sexos,1,Estimado em dados da saúde indígena,Provisório,2020,548,
22,PARINTINS,2019,Total,Ambos os sexos,2,Estimado em dados da saúde indígena,Provisório,2020,545,
22,PARINTINS,2019,Total,Ambos os sexos,3,Estimado em dados da saúde indígena,Provisório,2020,576,
22,PARINTINS,2019,Total,Ambos os sexos,4,Estimado em dados da saúde indígena,Provisório,2020,582,
22,PARINTINS,2019,Total,Ambos os sexos,5,Estimado em dados da saúde indígena,Provisório,2020,541,
22,PARINTINS,2019,Total,Ambos os sexos,6,Estimado em dados da saúde indígena,Provisório,2020,553,
22,PARINTINS,2019,Total,Ambos os sexos,7,Estimado em dados da saúde indígena,Provisório,2020,501,
22,PARINTINS,2019,Total,Ambos os sexos,8,Estimado em dados da saúde indígena,Provisório,2020,503,
22,PARINTINS,2019,Total,Ambos os sexos,9,Estimado em dados da saúde indígena,Provisório,2020,507,
22,PARINTINS,2019,Total,Ambos os sexos,10,Estimado em dados da saúde indígena,Provisório,2020,474,
22,PARINTINS,2019,Total,Ambos os sexos,11,Estimado em dados da saúde indígena,Provisório,2020,487,
22,PARINTINS,2019,Total,Ambos os sexos,12,Estimado em dados da saúde indígena,Provisório,2020,443,
22,PARINTINS,2019,Total,Ambos os sexos,13,Estimado em dados da saúde indígena,Provisório,2020,508,
22,PARINTINS,2019,Total,Ambos os sexos,14,Estimado em dados da saúde indígena,Provisório,2020,423,
22,PARINTINS,2019,Total,Ambos os sexos,15,Estimado em dados da saúde indígena,Provisório,2020,356,
22,PARINTINS,2019,Total,Ambos os sexos,16,Estimado em dados da saúde indígena,Provisório,2020,407,
22,PARINTINS,2019,Total,Ambos os sexos,17,Estimado em dados da saúde indígena,Provisório,2020,379,
22,PARINTINS,2019,Total,Ambos os sexos,18,Estimado em dados da saúde indígena,Provisório,2020,321,
22,PARINTINS,2019,Total,Ambos os sexos,19,Estimado em dados da saúde indígena,Provisório,2020,361,
22,PARINTINS,2019,Total,Ambos os sexos,20,Estimado em dados da saúde indígena,Provisório,2020,358,
22,PARINTINS,2019,Total,Ambos os sexos,21,Estimado em dados da saúde indígena,Provisório,2020,275,
22,PARINTINS,2019,Total,Ambos os sexos,22,Estimado em dados da saúde indígena,Provisório,2020,274,
22,PARINTINS,2019,Total,Ambos os sexos,23,Estimado em dados da saúde indígena,Provisório,2020,308,
22,PARINTINS,2019,Total,Ambos os sexos,24,Estimado em dados da saúde indígena,Provisório,2020,281,
22,PARINTINS,2019,Total,Ambos os sexos,25,Estimado em dados da saúde indígena,Provisório,2020,277,
22,PARINTINS,2019,Total,Ambos os sexos,26,Estimado em dados da saúde indígena,Provisório,2020,252,
22,PARINTINS,2019,Total,Ambos os sexos,27,Estimado em dados da saúde indígena,Provisório,2020,265,
22,PARINTINS,2019,Total,Ambos os sexos,28,Estimado em dados da saúde indígena,Provisório,2020,231,
22,PARINTINS,2019,Total,Ambos os sexos,29,Estimado em dados da saúde indígena,Provisório,2020,259,
22,PARINTINS,2019,Total,Ambos os sexos,30,Estimado em dados da saúde indígena,Provisório,2020,206,
22,PARINTINS,2019,Total,Ambos os sexos,31,Estimado em dados da saúde indígena,Provisório,2020,214,
22,PARINTINS,2019,Total,Ambos os sexos,32,Estimado em dados da saúde indígena,Provisório,2020,191,
22,PARINTINS,2019,Total,Ambos os sexos,33,Estimado em dados da saúde indígena,Provisório,2020,207,
22,PARINTINS,2019,Total,Ambos os sexos,34,Estimado em dados da saúde indígena,Provisório,2020,180,
22,PARINTINS,2019,Total,Ambos os sexos,35,Estimado em dados da saúde indígena,Provisório,2020,176,
22,PARINTINS,2019,Total,Ambos os sexos,36,Estimado em dados da saúde indígena,Provisório,2020,147,
22,PARINTINS,2019,Total,Ambos os sexos,37,Estimado em dados da saúde indígena,Provisório,2020,177,
22,PARINTINS,2019,Total,Ambos os sexos,38,Estimado em dados da saúde indígena,Provisório,2020,165,
22,PARINTINS,2019,Total,Ambos os sexos,39,Estimado em dados da saúde indígena,Provisório,2020,161,
22,PARINTINS,2019,Total,Ambos os sexos,40,Estimado em dados da saúde indígena,Provisório,2020,134,
22,PARINTINS,2019,Total,Ambos os sexos,41,Estimado em dados da saúde indígena,Provisório,2020,142,
22,PARINTINS,2019,Total,Ambos os sexos,42,Estimado em dados da saúde indígena,Provisório,2020,121,
22,PARINTINS,2019,Total,Ambos os sexos,43,Estimado em dados da saúde indígena,Provisório,2020,125,
22,PARINTINS,2019,Total,Ambos os sexos,44,Estimado em dados da saúde indígena,Provisório,2020,134,
22,PARINTINS,2019,Total,Ambos os sexos,45,Estimado em dados da saúde indígena,Provisório,2020,87,
22,PARINTINS,2019,Total,Ambos os sexos,46,Estimado em dados da saúde indígena,Provisório,2020,98,
22,PARINTINS,2019,Total,Ambos os sexos,47,Estimado em dados da saúde indígena,Provisório,2020,102,
22,PARINTINS,2019,Total,Ambos os sexos,48,Estimado em dados da saúde indígena,Provisório,2020,79,
22,PARINTINS,2019,Total,Ambos os sexos,49,Estimado em dados da saúde indígena,Provisório,2020,101,
22,PARINTINS,2019,Total,Ambos os sexos,50,Estimado em dados da saúde indígena,Provisório,2020,87,
22,PARINTINS,2019,Total,Ambos os sexos,51,Estimado em dados da saúde indígena,Provisório,2020,88,
22,PARINTINS,2019,Total,Ambos os sexos,52,Estimado em dados da saúde indígena,Provisório,2020,70,
22,PARINTINS,2019,Total,Ambos os sexos,53,Estimado em dados da saúde indígena,Provisório,2020,67,
22,PARINTINS,2019,Total,Ambos os sexos,54,Estimado em dados da saúde indígena,Provisório,2020,71,
22,PARINTINS,2019,Total,Ambos os sexos,55,Estimado em dados da saúde indígena,Provisório,2020,66,
22,PARINTINS,2019,Total,Ambos os sexos,56,Estimado em dados da saúde indígena,Provisório,2020,55,
22,PARINTINS,2019,Total,Ambos os sexos,57,Estimado em dados da saúde indígena,Provisório,2020,53,
22,PARINTINS,2019,Total,Ambos os sexos,58,Estimado em dados da saúde indígena,Provisório,2020,51,
22,PARINTINS,2019,Total,Ambos os sexos,59,Estimado em dados da saúde indígena,Provisório,2020,53,
22,PARINTINS,2019,Total,Ambos os sexos,60,Estimado em dados da saúde indígena,Provisório,2020,38,
22,PARINTINS,2019,Total,Ambos os sexos,61,Estimado em dados da saúde indígena,Provisório,2020,21,
22,PARINTINS,2019,Total,Ambos os sexos,62,Estimado em dados da saúde indígena,Provisório,2020,30,
22,PARINTINS,2019,Total,Ambos os sexos,63,Estimado em dados da saúde indígena,Provisório,2020,22,
22,PARINTINS,2019,Total,Ambos os sexos,64,Estimado em dados da saúde indígena,Provisório,2020,29,
22,PARINTINS,2019,Total,Ambos os sexos,65,Estimado em dados da saúde indígena,Provisório,2020,31,
22,PARINTINS,2019,Total,Ambos os sexos,66,Estimado em dados da saúde indígena,Provisório,2020,23,
22,PARINTINS,2019,Total,Ambos os sexos,67,Estimado em dados da saúde indígena,Provisório,2020,23,
22,PARINTINS,2019,Total,Ambos os sexos,68,Estimado em dados da saúde indígena,Provisório,2020,25,
22,PARINTINS,2019,Total,Ambos os sexos,69,Estimado em dados da saúde indígena,Provisório,2020,29,
22,PARINTINS,2019,Total,Ambos os sexos,70,Estimado em dados da saúde indígena,Provisório,2020,19,
22,PARINTINS,2019,Total,Ambos os sexos,71,Estimado em dados da saúde indígena,Provisório,2020,18,
22,PARINTINS,2019,Total,Ambos os sexos,72,Estimado em dados da saúde indígena,Provisório,2020,21,
22,PARINTINS,2019,Total,Ambos os sexos,73,Estimado em dados da saúde indígena,Provisório,2020,21,
22,PARINTINS,2019,Total,Ambos os sexos,74,Estimado em dados da saúde indígena,Provisório,2020,50,
22,PARINTINS,2019,Total,Ambos os sexos,75,Estimado em dados da saúde indígena,Provisório,2020,26,
22,PARINTINS,2019,Total,Ambos os sexos,76,Estimado em dados da saúde indígena,Provisório,2020,28,
22,PARINTINS,2019,Total,Ambos os sexos,77,Estimado em dados da saúde indígena,Provisório,2020,28,
22,PARINTINS,2019,Total,Ambos os sexos,78,Estimado em dados da saúde indígena,Provisório,2020,22,
22,PARINTINS,2019,Total,Ambos os sexos,79,Estimado em dados da saúde indígena,Provisório,2020,51,
22,PARINTINS,2019,Total,Ambos os sexos,80,Estimado em dados da saúde indígena,Provisório,2020,30,
22,PARINTINS,2019,Total,Ambos os sexos,81,Estimado em dados da saúde indígena,Provisório,2020,17,
22,PARINTINS,2019,Total,Ambos os sexos,82,Estimado em dados da saúde indígena,Provisório,2020,19,
22,PARINTINS,2019,Total,Ambos os sexos,83,Estimado em dados da saúde indígena,Provisório,2020,27,
22,PARINTINS,2019,Total,Ambos os sexos,84,Estimado em dados da saúde indígena,Provisório,2020,11,
22,PARINTINS,2019,Total,Ambos os sexos,85,Estimado em dados da saúde indígena,Provisório,2020,7,
22,PARINTINS,2019,Total,Ambos os sexos,86,Estimado em dados da saúde indígena,Provisório,2020,2,
22,PARINTINS,2019,Total,Ambos os sexos,87,Estimado em dados da saúde indígena,Provisório,2020,9,
22,PARINTINS,2019,Total,Ambos os sexos,88,Estimado em dados da saúde indígena,Provisório,2020,8,
22,PARINTINS,2019,Total,Ambos os sexos,89,Estimado em dados da saúde indígena,Provisório,2020,7,
22,PARINTINS,2019,Total,Ambos os sexos,90,Estimado em dados da saúde indígena,Provisório,2020,2,
22,PARINTINS,2019,Total,Ambos os sexos,91,Estimado em dados da saúde indígena,Provisório,2020,2,
22,PARINTINS,2019,Total,Ambos os sexos,92,Estimado em dados da saúde indígena,Provisório,2020,1,
22,PARINTINS,2019,Total,Ambos os sexos,93,Estimado em dados da saúde indígena,Provisório,2020,13,
22,PARINTINS,2019,Total,Ambos os sexos,94,Estimado em dados da saúde indígena,Provisório,2020,15,
22,PARINTINS,2019,Total,Ambos os sexos,95,Estimado em dados da saúde indígena,Provisório,2020,4,
22,PARINTINS,2019,Total,Ambos os sexos,96,Estimado em dados da saúde indígena,Provisório,2020,8,
22,PARINTINS,2019,Total,Ambos os sexos,97,Estimado em dados da saúde indígena,Provisório,2020,4,
22,PARINTINS,2019,Total,Ambos os sexos,98,Estimado em dados da saúde indígena,Provisório,2020,9,
22,PARINTINS,2019,Total,Ambos os sexos,99,Estimado em dados da saúde indígena,Provisório,2020,6,
22,PARINTINS,2019,Total,Ambos os sexos,100,Estimado em dados da saúde indígena,Provisório,2020,2,
22,PARINTINS,2019,Total,Ambos os sexos,101,Estimado em dados da saúde indígena,Provisório,2020,2,
22,PARINTINS,2019,Total,Ambos os sexos,103,Estimado em dados da saúde indígena,Provisório,2020,3,
22,PARINTINS,2019,Total,Ambos os sexos,108,Estimado em dados da saúde indígena,Provisório,2020,1,
23,PERNAMBUCO,2019,Total,Ambos os sexos,0,Estimado em dados da saúde indígena,Provisório,2020,625,
23,PERNAMBUCO,2019,Total,Ambos os sexos,1,Estimado em dados da saúde indígena,Provisório,2020,861,
23,PERNAMBUCO,2019,Total,Ambos os sexos,2,Estimado em dados da saúde indígena,Provisório,2020,807,
23,PERNAMBUCO,2019,Total,Ambos os sexos,3,Estimado em dados da saúde indígena,Provisório,2020,762,
23,PERNAMBUCO,2019,Total,Ambos os sexos,4,Estimado em dados da saúde indígena,Provisório,2020,853,
23,PERNAMBUCO,2019,Total,Ambos os sexos,5,Estimado em dados da saúde indígena,Provisório,2020,784,
23,PERNAMBUCO,2019,Total,Ambos os sexos,6,Estimado em dados da saúde indígena,Provisório,2020,802,
23,PERNAMBUCO,2019,Total,Ambos os sexos,7,Estimado em dados da saúde indígena,Provisório,2020,689,
23,PERNAMBUCO,2019,Total,Ambos os sexos,8,Estimado em dados da saúde indígena,Provisório,2020,834,
23,PERNAMBUCO,2019,Total,Ambos os sexos,9,Estimado em dados da saúde indígena,Provisório,2020,867,
23,PERNAMBUCO,2019,Total,Ambos os sexos,10,Estimado em dados da saúde indígena,Provisório,2020,805,
23,PERNAMBUCO,2019,Total,Ambos os sexos,11,Estimado em dados da saúde indígena,Provisório,2020,896,
23,PERNAMBUCO,2019,Total,Ambos os sexos,12,Estimado em dados da saúde indígena,Provisório,2020,869,
23,PERNAMBUCO,2019,Total,Ambos os sexos,13,Estimado em dados da saúde indígena,Provisório,2020,831,
23,PERNAMBUCO,2019,Total,Ambos os sexos,14,Estimado em dados da saúde indígena,Provisório,2020,934,
23,PERNAMBUCO,2019,Total,Ambos os sexos,15,Estimado em dados da saúde indígena,Provisório,2020,830,
23,PERNAMBUCO,2019,Total,Ambos os sexos,16,Estimado em dados da saúde indígena,Provisório,2020,749,
23,PERNAMBUCO,2019,Total,Ambos os sexos,17,Estimado em dados da saúde indígena,Provisório,2020,787,
23,PERNAMBUCO,2019,Total,Ambos os sexos,18,Estimado em dados da saúde indígena,Provisório,2020,814,
23,PERNAMBUCO,2019,Total,Ambos os sexos,19,Estimado em dados da saúde indígena,Provisório,2020,795,
